	title	mean	rank	popularity	genres
2191	D.C.S.S: Da Capo Second Season	6.93	4492	3855	['Comedy', 'Drama', 'Harem', 'Romance', 'Supernatural']
2192	Tsukuyomi: Moon Phase	6.93	4501	2473	['Comedy', 'Fantasy', 'Romance', 'Seinen', 'Vampire']
2193	World Destruction: Sekai Bokumetsu no Rokunin	6.93	4502	3089	['Adventure', 'Fantasy']
2194	Yuki no Joou (TV)	6.93	4505	8714	['Adventure', 'Drama', 'Fantasy']
2195	Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau	6.93	4506	1230	['Action', 'Fantasy', 'Harem']
2196	Kagaku Ninja-tai Gatchaman	6.93	4508	6254	['Action', 'Adventure', 'Sci-Fi']
2197	Kawaii dake ja Nai Shikimori-san	6.93	4510	421	['Comedy', 'Romance', 'School']
2198	Kyojin no Hoshi	6.93	4512	9801	['Drama', 'Shounen', 'Sports', 'Team Sports']
2199	Mahou Sensei Negima!	6.93	4518	1628	['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen', 'Super Power']
2200	Meitantei Conan: Zero no Tea Time	6.93	4519	5611	['Detective', 'Mystery', 'Shounen', 'Slice of Life']
2201	Mitsume ga Tooru	6.93	4520	11529	['Adventure', 'Shounen']
2202	Monochrome Factor	6.93	4521	2872	['Action', 'Boys Love', 'Supernatural']
2203	Murenase! Seton Gakuen	6.93	4523	1207	['Anthropomorphic', 'Comedy', 'Ecchi', 'School']
2204	Mushrambo	6.93	4524	5293	['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']
2205	Negima!?	6.93	4525	2166	['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School']
2206	Ninja Senshi Tobikage	6.93	4526	8334	['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Space']
2207	Peach Girl	6.93	4528	2040	['Drama', 'Love Polygon', 'Romance', 'School', 'Shoujo']
2208	Release the Spyce	6.93	4530	2551	['Action', 'School']
2209	Ryuusei no Rockman Tribe	6.93	4532	7586	['Adventure']
2210	Kyokou Suiri	6.92	4533	477	['Adult Cast', 'Mystery', 'Mythology', 'Romance', 'Shounen', 'Supernatural']
2211	Madougushi Dahliya wa Utsumukanai	6.92	4535	4104	['Fantasy', 'Isekai', 'Reincarnation', 'Slice of Life']
2212	Masuda Kousuke Gekijou Gag Manga Biyori +	6.92	4537	10590	['Comedy', 'Gag Humor']
2213	Oroka na Tenshi wa Akuma to Odoru	6.92	4541	2104	['Comedy', 'Mythology', 'Romantic Subtext', 'School', 'Seinen', 'Supernatural']
2214	Otogi Juushi Akazukin	6.92	4542	7100	['Adventure', 'Comedy', 'Fantasy']
2215	Ougon Yuusha Goldran	6.92	4543	9814	['Action', 'Adventure', 'Fantasy', 'Mecha', 'Sci-Fi']
2216	Overman King Gainer	6.92	4544	5626	['Action', 'Adventure', 'Mecha', 'Sci-Fi']
2217	Pita Ten	6.92	4545	4531	['Comedy', 'Fantasy', 'Romance', 'School', 'Shounen']
2218	Pokemon Sun & Moon	6.92	4546	1894	['Action', 'Fantasy', 'Kids', 'School', 'Strategy Game']
2219	Project ARMS	6.92	4547	5494	['Action', 'Martial Arts', 'Shounen', 'Super Power']
2220	Fractale	6.92	4553	2356	['Adventure', 'Fantasy', 'Sci-Fi']
2221	Gegege no Kitarou (2007)	6.92	4554	7779	['Comedy', 'Fantasy', 'Horror']
2222	Shinpi no Sekai El-Hazard (TV)	6.92	4558	5077	['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Romance']
2223	Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita	6.92	4559	609	['CGDCT', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation']
2224	Tiger Mask W	6.92	4562	4712	['Combat Sports', 'Drama', 'Shounen', 'Sports']
2225	UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku	6.92	4566	6393	['Comedy', 'Romance', 'Sci-Fi']
2226	Taiyou no Yuusha Fighbird	6.91	4577	9055	['Action', 'Mecha', 'Sci-Fi']
2227	Tantei Opera Milky Holmes	6.91	4578	3318	['Comedy', 'Detective', 'Mystery', 'Parody', 'Super Power']
2228	The iDOLM@STER Million Live!	6.91	4580	6391	['Idols (Female)', 'Music']
2229	Under Ninja	6.91	4581	2750	['Action', 'Seinen']
2230	UQ Holder! Mahou Sensei Negima! 2	6.91	4582	1156	['Action', 'Fantasy', 'Sci-Fi', 'Shounen']
2231	VS Knight Lamune & 40 Fire	6.91	4584	9414	['Action', 'Comedy', 'Fantasy', 'Mecha']
2232	Zone of the Enders: Dolores, I	6.91	4589	5861	['Action', 'Adventure', 'Comedy', 'Mecha', 'Military', 'Sci-Fi', 'Space']
2233	Keijo!!!!!!!!	6.91	4590	576	['Combat Sports', 'Ecchi', 'Shounen', 'Sports']
2234	Kinnikuman II Sei	6.91	4591	5144	['Combat Sports', 'Comedy', 'Sci-Fi', 'Sports']
2235	Koroshi Ai	6.91	4593	1396	['Action', 'Adult Cast', 'Josei', 'Organized Crime', 'Romance']
2236	Lost Song	6.91	4594	3191	['Drama', 'Fantasy']
2237	Macademi Wasshoi!	6.91	4596	3405	['Comedy', 'Ecchi', 'Fantasy', 'Gag Humor', 'Harem', 'Romance', 'School']
2238	Makiba no Shoujo Katri	6.91	4597	8871	['Adventure', 'Drama', 'Historical', 'Slice of Life']
2239	Namiuchigiwa no Muromi-san	6.91	4599	3487	['Comedy', 'Fantasy', 'Shounen', 'Slice of Life']
2240	Night Walker: Mayonaka no Tantei	6.91	4600	4762	['Action', 'Detective', 'Horror', 'Mystery', 'Supernatural', 'Vampire']
2241	Onegai! Samia Don	6.91	4603	12230	['Comedy', 'Fantasy', 'Kids', 'Slice of Life']
2242	Ore no Kanojo to Osananajimi ga Shuraba Sugiru	6.91	4604	399	['Comedy', 'Harem', 'Romance', 'School']
2243	Otogizoushi	6.91	4605	5104	['Adventure', 'Drama', 'Fantasy', 'Historical']
2244	Rockman.EXE	6.91	4607	3575	['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Video Game']
2245	Aldnoah.Zero Part 2	6.91	4610	777	['Action', 'Mecha', 'Sci-Fi', 'Space']
2246	Campione! Matsurowanu Kamigami to Kamigoroshi no Maou	6.91	4612	597	['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mythology', 'Romance']
2247	Furusato Saisei: Nippon no Mukashibanashi	6.91	4618	6239	['Historical', 'Kids', 'Supernatural']
2248	Gate Keepers	6.91	4619	4670	['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi']
2249	gdgd Fairies 2	6.91	4620	10344	['Comedy', 'Fantasy']
2250	Gokujou Seitokai	6.91	4621	4895	['Comedy', 'School', 'Slice of Life']
2251	Gravitation	6.91	4622	1837	['Adult Cast', 'Boys Love', 'Comedy', 'Music', 'Shoujo', 'Showbiz']
2252	Healin' Good♡Precure	6.91	4624	5948	['Action', 'Fantasy', 'Mahou Shoujo']
2253	Hoshi no Kirby	6.91	4625	3842	['Action', 'Adventure', 'Comedy', 'Fantasy', 'Parody']
2254	Iron Kid	6.91	4628	8475	['Action', 'Adventure', 'Comedy', 'Sci-Fi']
2255	16bit Sensation: Another Layer	6.9	4629	3131	['Adult Cast', 'Comedy', 'Otaku Culture', 'Sci-Fi', 'Supernatural', 'Time Travel', 'Workplace']
2256	Chimimo	6.9	4635	9289	['Comedy', 'Mythology']
2257	Choujigen Game Neptune The Animation	6.9	4636	1526	['Action', 'Comedy', 'Fantasy', 'Parody', 'Sci-Fi']
2258	Endro~!	6.9	4639	2475	['CGDCT', 'Fantasy', 'Slice of Life']
2259	Uchi no Kaisha no Chiisai Senpai no Hanashi	6.9	4647	2006	['Adult Cast', 'Comedy', 'Romance', 'Workplace']
2260	Yumekui Merry	6.9	4651	1664	['Action', 'Supernatural']
2261	Mashin Eiyuuden Wataru	6.9	4656	9672	['Action', 'Adventure', 'Comedy', 'Isekai', 'Mecha', 'Sci-Fi']
2262	Metal Fight Beyblade	6.9	4658	2176	['Adventure', 'Comedy', 'Kids', 'Sports']
2263	Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season	6.9	4659	4383	['Mystery', 'Mythology', 'Shounen', 'Supernatural']
2264	Onegai My Melody Sukkiri♪	6.9	4660	9467	['Comedy', 'Fantasy']
2265	Ore no Imouto ga Konnani Kawaii Wake ga Nai.	6.9	4661	524	['Comedy', 'Otaku Culture', 'Romance']
2266	Prince of Stride: Alternative	6.9	4665	1363	['School', 'Sports']
2267	Rocket Girls	6.9	4667	6630	['Adventure', 'Sci-Fi', 'Space']
2268	Shaman King (2021)	6.9	4671	935	['Action', 'Adventure', 'Shounen', 'Super Power', 'Supernatural']
2269	Kabukichou Sherlock	6.89	4673	2361	['Adult Cast', 'Comedy', 'Detective', 'Drama', 'Mystery']
2270	Kakkou no Iinazuke	6.89	4674	874	['Comedy', 'Harem', 'Romance', 'Shounen']
2271	Koisuru Tenshi Angelique: Kagayaki no Ashita	6.89	4676	6134	['Drama', 'Fantasy', 'Reverse Harem', 'Romance', 'Shoujo']
2272	Kurogane no Linebarrels	6.89	4677	3442	['Action', 'Mecha', 'Sci-Fi', 'Seinen']
2273	Mahou no Princess Minky Momo	6.89	4682	6514	['Fantasy', 'Mahou Shoujo']
2274	Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou	6.89	4683	696	['Action', 'Fantasy', 'Reincarnation', 'School']
2275	Mewkledreamy Mix!	6.89	4685	10722	['Adventure', 'Fantasy', 'Kids']
2276	Noblesse	6.89	4689	836	['Action', 'School', 'Supernatural', 'Vampire']
2277	Occultic;Nine	6.89	4690	1237	['Mystery', 'Sci-Fi']
2278	Pokemon Side Stories	6.89	4694	3957	['Adventure', 'Comedy', 'Fantasy', 'Kids']
2279	Porphy no Nagai Tabi	6.89	4695	9807	['Drama', 'Historical']
2280	Punch Line	6.89	4696	1045	['Comedy', 'Ecchi', 'Sci-Fi', 'Super Power', 'Supernatural', 'Time Travel']
2281	Pygmalio	6.89	4697	11113	['Adventure', 'Fantasy', 'Shoujo']
2282	Rosario to Vampire Capu2	6.89	4699	553	['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen', 'Vampire']
2283	Samurai Deeper Kyou	6.89	4700	2953	['Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen', 'Supernatural']
2284	Aoki Ryuusei SPT Layzner	6.89	4703	7352	['Mecha', 'Military', 'Sci-Fi', 'Space']
2285	Asura Cryin'	6.89	4706	2080	['Action', 'Fantasy', 'Harem', 'Mecha', 'School', 'Sci-Fi']
2286	Chibi☆Devi!	6.89	4709	4796	['Childcare', 'Mythology', 'Shoujo', 'Slice of Life', 'Supernatural']
2287	Inazuma Eleven: Orion no Kokuin	6.89	4717	4176	['Sports', 'Super Power', 'Team Sports']
2288	Shinigami no Ballad.	6.89	4720	3255	['Drama', 'Fantasy', 'Psychological', 'Supernatural']
2289	Shinkon Gattai Godannar!! 2nd Season	6.89	4721	6704	['Comedy', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi']
2290	Tsukiuta. The Animation	6.89	4724	4257	['Idols (Male)', 'Music']
2291	Urayasu Tekkin Kazoku	6.89	4725	10839	['Comedy', 'Gag Humor', 'Shounen']
2292	Yu☆Gi☆Oh! Zexal Second	6.89	4732	3520	['Action', 'Fantasy', 'Shounen', 'Strategy Game']
2293	Super Fishing Grander Musashi	6.88	4734	8375	['Adventure', 'Kids', 'Sports']
2294	Tribe Cool Crew	6.88	4737	8408	['Music', 'Performing Arts', 'School', 'Sports']
2295	Wakaba*Girl	6.88	4739	3380	['CGDCT', 'School', 'Slice of Life']
2296	Xi You Ji	6.88	4740	13407	['Adventure', 'Fantasy']
2297	Keroro	6.88	4744	6546	['Comedy', 'Sci-Fi', 'Shounen']
2298	Koisuru Asteroid	6.88	4745	2265	['CGDCT', 'School', 'Slice of Life']
2299	Kyoukai no Rinne	6.88	4746	2279	['Comedy', 'Mythology', 'School', 'Shounen', 'Supernatural']
2300	Ninin ga Shinobuden	6.88	4753	3793	['Comedy', 'Martial Arts', 'Parody']
2301	Nurse Angel Ririka SOS	6.88	4754	8342	['Drama', 'Fantasy', 'Mahou Shoujo', 'Shoujo']
2302	Radiant	6.88	4756	1151	['Action', 'Adventure', 'Fantasy']
2303	Rinne no Lagrange	6.88	4757	2566	['Action', 'Comedy', 'Mecha', 'Sci-Fi']
2304	Samurai Flamenco	6.88	4758	1729	['Action', 'Adult Cast', 'Comedy', 'Fantasy', 'Parody', 'Super Power']
2305	Servamp	6.88	4759	856	['Action', 'Fantasy', 'Josei', 'Vampire']
2306	Aa! Megami-sama!: Chichaitte Koto wa Benri da ne	6.88	4760	4681	['Comedy', 'Supernatural']
2307	Anima Yell!	6.88	4761	3388	['CGDCT', 'Comedy', 'Performing Arts', 'School', 'Sports']
2308	Battle Programmer Shirase	6.88	4763	3777	['Comedy', 'Ecchi', 'Sci-Fi']
2309	Blassreiter	6.88	4765	2370	['Action', 'Drama', 'Mecha', 'Sci-Fi']
2310	Bomberman Jetters	6.88	4766	8636	['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Space']
2311	Busou Shoujo Machiavellianism	6.88	4767	610	['Action', 'Comedy', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Shounen']
2312	Futsuu no Joshikousei ga [Locodol] Yattemita.	6.88	4772	3298	['Comedy', 'Idols (Female)', 'Slice of Life']
2313	Amatsuki	6.87	4778	2924	['Action', 'Fantasy', 'Historical', 'Josei', 'Mythology', 'Time Travel']
2314	Genjitsu no Yohane: Sunshine in the Mirror	6.87	4784	3678	['Fantasy', 'Idols (Female)', 'Music']
2315	Hana no Ko Lunlun	6.87	4787	7794	['Adventure', 'Drama']
2316	Ikebukuro West Gate Park	6.87	4791	1836	['Delinquents', 'Drama', 'Mystery']
2317	Shin Tenchi Muyou!	6.87	4792	3693	['Comedy', 'Harem', 'Romance', 'Sci-Fi']
2318	Starmyu	6.87	4796	3321	['Idols (Male)', 'Music', 'Performing Arts', 'School']
2319	Tenjou Tenge	6.87	4799	1275	['Action', 'Delinquents', 'Drama', 'Ecchi', 'Martial Arts', 'School', 'Seinen', 'Super Power', 'Supernatural']
2320	Usavich	6.87	4800	7539	['Adventure', 'Comedy']
2321	Yesterday wo Utatte	6.87	4803	778	['Adult Cast', 'Drama', 'Love Polygon', 'Romance', 'Seinen']
2322	Koutetsushin Jeeg	6.87	4809	7398	['Mecha', 'Sci-Fi']
2323	Moshidora	6.87	4812	4723	['Drama', 'Sports', 'Team Sports']
2324	Mukamuka Paradise	6.87	4813	9930	['Adventure', 'Comedy']
2325	Mushikaburi-hime	6.87	4814	2543	['Drama', 'Fantasy', 'Josei', 'Romance']
2326	Nakanohito Genome [Jikkyouchuu]	6.87	4815	1704	['Adventure', 'Drama', 'Mystery', 'Video Game']
2327	Saihate no Paladin	6.87	4821	789	['Action', 'Adventure', 'Fantasy', 'Isekai', 'Reincarnation']
2328	Kill Me Baby	6.86	4827	1819	['Comedy', 'Gag Humor', 'School']
2329	Kiteretsu Daihyakka	6.86	4828	7741	['Comedy', 'Drama', 'Kids']
2330	Kurozuka	6.86	4830	2145	['Action', 'Drama', 'Gore', 'Historical', 'Horror', 'Romance', 'Samurai', 'Sci-Fi', 'Seinen', 'Vampire']
2331	NieA Under 7	6.86	4834	3638	['Iyashikei', 'Sci-Fi', 'Shounen', 'Slice of Life']
2332	Ninja Kamui	6.86	4835	1547	['Action', 'Fantasy', 'Sci-Fi']
2333	No Guns Life	6.86	4836	1235	['Action', 'Drama', 'Sci-Fi', 'Seinen']
2334	Paradox Live the Animation	6.86	4837	3740	['Drama', 'Music', 'Sci-Fi']
2335	Qin Shi Mingyue: Zhu Zi Bai Jia	6.86	4840	12374	['Action', 'Fantasy', 'Historical', 'Martial Arts']
2336	.hack//Roots	6.86	4844	2524	['Adventure', 'Drama', 'Fantasy', 'Video Game']
2337	3D Kanojo: Real Girl	6.86	4845	694	['Otaku Culture', 'Romance', 'School', 'Shoujo']
2338	Cardfight!! Vanguard: will+Dress	6.86	4848	7697	['Action', 'Strategy Game']
2339	Corrector Yui	6.86	4849	5194	['Adventure', 'Comedy', 'Sci-Fi']
2340	Croket!	6.86	4851	12188	['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']
2341	D.C.II: Da Capo II	6.86	4852	3717	['Drama', 'Ecchi', 'Romance', 'School']
2342	Denpa Kyoushi	6.86	4853	1509	['Comedy', 'Otaku Culture', 'Romance', 'School', 'Shounen']
2343	Dog Days''	6.86	4854	2521	['Action', 'Adventure', 'Fantasy', 'Isekai']
2344	Hakaba Kitarou	6.86	4860	5893	['Horror', 'Supernatural']
2345	Idol Densetsu Eriko	6.86	4864	7658	['Idols (Female)', 'Music']
2346	Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou	6.86	4866	9019	['Comedy', 'Parody', 'School']
2347	Tsuyoshi Shikkari Shinasai	6.86	4867	9921	['Comedy', 'Drama', 'Romance', 'School', 'Seinen', 'Slice of Life']
2348	Uchi no Maid ga Uzasugiru!	6.86	4868	1841	['Comedy', 'Girls Love']
2349	Vampire Knight	6.86	4871	360	['Drama', 'Love Polygon', 'Mystery', 'Romance', 'Shoujo', 'Supernatural', 'Vampire']
2350	Stella no Mahou	6.85	4878	3562	['CGDCT', 'Comedy', 'School', 'Video Game']
2351	Tenpou Ibun: Ayakashi Ayashi	6.85	4882	5223	['Historical', 'Mythology', 'Supernatural']
2352	Zettai Shounen	6.85	4887	4843	['Drama', 'Fantasy', 'Mystery', 'Sci-Fi']
2353	Meitantei Conan: Hannin no Hanzawa-san	6.85	4895	5819	['Comedy', 'Mystery', 'Shounen']
2354	Musaigen no Phantom World	6.85	4896	406	['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'School']
2355	Reikenzan: Eichi e no Shikaku	6.85	4901	3358	['Comedy', 'Fantasy']
2356	Sengoku Basara: Judge End	6.85	4903	4140	['Action', 'Fantasy', 'Historical', 'Martial Arts', 'Samurai', 'Super Power']
2357	Agatha Christie no Meitantei Poirot to Marple	6.85	4905	7050	['Historical', 'Mystery']
2358	Battle Athletess Daiundoukai (TV)	6.85	4906	6434	['Adventure', 'School', 'Sci-Fi', 'Sports']
2359	Binbou Shimai Monogatari	6.85	4907	4718	['Seinen', 'Slice of Life']
2360	Delicious Party♡Precure	6.85	4909	6385	['Action', 'Fantasy', 'Mahou Shoujo']
2361	Dog Days	6.85	4910	1284	['Action', 'Adventure', 'Fantasy', 'Isekai']
2362	Futakoi Alternative	6.85	4915	4008	['Comedy', 'Drama', 'Romance']
2363	Ganbare! Kickers	6.85	4916	6484	['Kids', 'Sports', 'Team Sports']
2364	Generator Gawl	6.85	4917	6438	['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Time Travel']
2365	Gokukoku no Brynhildr	6.85	4919	703	['Drama', 'Gore', 'Harem', 'Mystery', 'Sci-Fi', 'Seinen', 'Super Power']
2366	Heisei Inu Monogatari Bow	6.85	4920	11954	['Adventure', 'Comedy']
2367	B-gata H-kei	6.84	4928	598	['Comedy', 'Ecchi', 'Romance', 'School', 'Seinen']
2368	Bakusou Kyoudai Let's & Go	6.84	4929	6050	['Adventure', 'Kids', 'Racing']
2369	Daitoshokan no Hitsujikai	6.84	4933	1659	['Harem', 'Romance', 'School']
2370	Genji Monogatari Sennenki	6.84	4938	5508	['Drama', 'Historical', 'Romance']
2371	Hanebado!	6.84	4940	1499	['School', 'Seinen', 'Sports']
2372	Isekai Maou to Shoukan Shoujo no Dorei Majutsu	6.84	4940	277	['Action', 'Ecchi', 'Fantasy', 'Harem', 'Isekai']
2373	Shouwa Monogatari	6.84	4943	8098	['Drama', 'Historical']
2374	YAT Anshin! Uchuu Ryokou 2	6.84	4947	11996	['Adventure', 'Comedy', 'Sci-Fi']
2375	Yuusha Shirei Dagwon	6.84	4948	10260	['Action', 'Adventure', 'Martial Arts', 'Mecha', 'School', 'Super Power']
2376	Zetman	6.84	4949	1670	['Action', 'Drama', 'Gore', 'Horror', 'Romance', 'Sci-Fi', 'Seinen', 'Super Power', 'Supernatural']
2377	Micchiri Neko	6.84	4953	6847	['Comedy', 'Kids']
2378	Sakura Taisen	6.84	4957	4297	['Action', 'Adventure', 'Mecha', 'Performing Arts', 'Sci-Fi']
2379	Sasaki to Pii-chan	6.84	4958	2286	['Adventure', 'Comedy', 'Fantasy', 'Isekai']
2380	Kakutou Bijin Wulong: Rebirth	6.83	4960	9115	['Action', 'Comedy', 'Martial Arts', 'School', 'Seinen']
2381	Kanamemo	6.83	4961	3571	['CGDCT', 'Comedy', 'Ecchi', 'Girls Love', 'Slice of Life']
2382	Koneko no Chi: Ponponra Daibouken	6.83	4963	7331	['Pets', 'Slice of Life']
2383	Kouya no Kotobuki Hikoutai	6.83	4964	3857	['Action', 'Adventure', 'Military']
2384	Magical★Taruruuto-kun	6.83	4965	10612	['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Gag Humor', 'School', 'Shounen']
2385	Mahou no Princess Minky Momo: Yume wo Dakishimete	6.83	4966	9094	['Mahou Shoujo']
2386	Majimoji Rurumo	6.83	4967	2531	['Comedy', 'Ecchi', 'Fantasy', 'School', 'Shounen']
2387	Maple Town Monogatari	6.83	4968	9754	['Anthropomorphic', 'Fantasy', 'Slice of Life']
2388	Mato Seihei no Slave	6.83	4969	1329	['Action', 'Ecchi', 'Fantasy', 'Harem', 'Shounen']
2389	Nijiyon Animation 2	6.83	4971	8257	['CGDCT', 'Comedy', 'Idols (Female)']
2390	Omamori Himari	6.83	4972	1009	['Action', 'Comedy', 'Ecchi', 'Harem', 'Mythology', 'Romance', 'School', 'Shounen', 'Supernatural']
2391	Ryuuou no Oshigoto!	6.83	4976	1239	['Comedy', 'Strategy Game']
2392	Senkou no Night Raid	6.83	4977	3324	['Action', 'Historical', 'Military', 'Super Power']
2393	Clamp Gakuen Tanteidan	6.83	4980	5490	['Action', 'Comedy', 'Detective', 'Mystery', 'School', 'Shoujo']
2394	Devil Survivor 2 The Animation	6.83	4982	1419	['Action', 'Mythology', 'Supernatural', 'Survival', 'Suspense']
2395	Devils Line	6.83	4983	908	['Action', 'Adult Cast', 'Drama', 'Romance', 'Seinen', 'Supernatural', 'Vampire']
2396	Dragon Quest: Yuusha Abel Densetsu	6.83	4987	7362	['Action', 'Adventure', 'Fantasy', 'Shounen']
2397	Gekitou! Crush Gear Turbo	6.83	4990	7323	['Sports']
2398	Ikkyuu-san	6.83	4994	10301	['Comedy', 'Historical', 'Kids']
2399	Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu	6.83	4995	4162	['Childcare', 'Fantasy', 'Isekai', 'Slice of Life']
2400	Jitsu wa Watashi wa	6.83	4996	896	['Comedy', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen', 'Vampire']
2401	Shin Maple Town Monogatari: Palm Town-hen	6.83	4998	10893	['Anthropomorphic', 'Fantasy', 'Slice of Life']
2402	Sumomomo Momomo: Chijou Saikyou no Yome	6.83	5000	2666	['Action', 'Comedy', 'Martial Arts', 'Romance', 'Seinen']
2403	Yaku nara Mug Cup mo: Niban Gama	6.83	5006	5048	['CGDCT', 'Iyashikei', 'School', 'Slice of Life', 'Visual Arts']
2404	Yama no Susume	6.83	5006	2316	['Adventure', 'CGDCT', 'Iyashikei', 'Slice of Life']
2405	Toaru Majutsu no Index III	6.82	5012	972	['Action', 'Fantasy', 'Sci-Fi', 'Super Power']
2406	Touken Ranbu: Hanamaru	6.82	5012	2314	['Action', 'Anthropomorphic', 'Comedy', 'Fantasy', 'Historical']
2407	Yi Ren Zhi Xia	6.82	5016	1172	['Action', 'Super Power', 'Supernatural']
2408	Zettai Muteki Raijin-Oh	6.82	5017	10610	['Adventure', 'Mecha', 'School', 'Sci-Fi']
2409	Zombie-Loan	6.82	5018	1643	['Action', 'Horror', 'Shounen', 'Supernatural']
2410	Juubee-chan 2: Siberia Yagyuu no Gyakushuu	6.82	5019	6057	['Action', 'Adventure', 'Comedy', 'Drama', 'Martial Arts', 'Samurai']
2411	Juushin Enbu: Hero Tales	6.82	5020	4272	['Action', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']
2412	Kantai Collection: KanColle	6.82	5021	1123	['Action', 'Anthropomorphic', 'Military', 'School', 'Sci-Fi']
2413	Kiddy GiRL-AND	6.82	5023	5111	['Action', 'Comedy', 'Sci-Fi', 'Super Power']
2414	Kimi no Iru Machi	6.82	5024	1530	['Drama', 'Love Polygon', 'Romance', 'Shounen']
2415	Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life	6.82	5030	1671	['Adventure', 'Fantasy', 'Isekai', 'Romance']
2416	Montana Jones	6.82	5033	11294	['Adventure', 'Comedy', 'Historical', 'Mystery']
2417	Mugen no Juunin	6.82	5034	2642	['Action', 'Adventure', 'Drama', 'Gore', 'Historical', 'Martial Arts', 'Samurai', 'Seinen', 'Supernatural']
2418	Pokonyan!	6.82	5035	12376	['Comedy', 'Fantasy', 'Kids']
2419	Akkun to Kanojo	6.82	5040	1330	['Comedy', 'Josei', 'Romance', 'School']
2420	Anime 80-nichikan Sekai Isshuu	6.82	5041	8051	['Adventure', 'Anthropomorphic', 'Historical', 'Kids', 'Romance']
2421	Binan Koukou Chikyuu Bouei-bu LOVE!	6.82	5042	2365	['Comedy', 'Parody', 'School']
2422	Dagashi Kashi 2	6.82	5048	1397	['Comedy', 'Gourmet', 'Romantic Subtext', 'Shounen']
2423	Hyakujuu-Ou GoLion	6.82	5055	5820	['Adventure', 'Mecha', 'Sci-Fi']
2424	Hypnosis Mic: Division Rap Battle - Rhyme Anima +	6.82	5056	6291	['Adult Cast', 'Music', 'Sci-Fi']
2425	Chou Robot Seimeitai Transformers Micron Densetsu	6.81	5065	6378	['Action', 'Mecha', 'Sci-Fi']
2426	Double Decker! Doug & Kirill	6.81	5067	3731	['Action', 'Adult Cast', 'Comedy', 'Detective', 'Mystery', 'Sci-Fi']
2427	Gakusen Toshi Asterisk	6.81	5069	315	['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi']
2428	Gi(a)rlish Number	6.81	5071	2073	['Adult Cast', 'Showbiz', 'Slice of Life']
2429	Hakaima Sadamitsu	6.81	5074	7788	['Action', 'Mecha', 'School', 'Sci-Fi', 'Seinen']
2430	Heroman	6.81	5075	3516	['Action', 'Mecha', 'Sci-Fi', 'Super Power']
2431	Smile Precure!	6.81	5083	3322	['Action', 'Fantasy', 'Mahou Shoujo']
2432	Synduality: Noir	6.81	5084	3503	['Action', 'Mecha', 'Sci-Fi']
2433	Warau Salesman	6.81	5087	7379	['Adult Cast', 'Comedy', 'Drama', 'Psychological', 'Seinen', 'Supernatural']
2434	Kanojo, Okarishimasu 2nd Season	6.81	5092	549	['Adult Cast', 'Comedy', 'Harem', 'Romance', 'Shounen']
2435	Kawaisugi Crisis	6.81	5093	3531	['Comedy', 'Pets', 'Sci-Fi', 'Shounen']
2436	Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu	6.81	5096	882	['Ecchi', 'Fantasy', 'School', 'Shounen']
2437	Koisuru Tenshi Angelique: Kokoro no Mezameru Toki	6.81	5098	5970	['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Reverse Harem', 'Romance', 'Sci-Fi', 'Shoujo']
